id,word,description
19688,Zambia,"Flata händer, uppåtriktade och vända mot varandra, korsar varandra framför bröstet"
12055,betjäna,"Flata handen, vänsterriktad och nedåtvänd, förs framåt med bibehållen kontakt ovanpå underarmen, framåtriktad och nedåtvänd, upprepas"
15560,oxfilé,"Nyphanden, vänsterriktad och inåtvänd, ”nyper” nästippen //
Bokstaveras: F-I-L-E"
10343,nicka,"Böjda tupphanden, framåtriktad och vänstervänd, kontakt med pannan, förs framåt"
15239,revisionsberättelse,"Måtthänder, riktade från varandra och framåtvända, förs nedåt //
Flata handen, vänsterriktad och inåtvänd, förs framåt med medial kontakt ovanpå flata handen, framåtriktad och uppåtvänd, samtidigt som den vrids lite nedåt, upprepas"
05239,mörk,"Flata handen, uppåtriktad och inåtvänd, förs nedåt och åt vänster samtidigt som den slås åt vänster framför ansiktet"
01355,pussel,"A-händer, nedåtriktade och vända mot varandra, upprepade kontakter bredvid varandra"
06245,Gästrikland,"W-handen, uppåtriktad och vänstervänd, kontakt bredvid hakan, förs framåt //
Flata handen, vänsterriktad och inåtvänd, förs nedåt ett par gånger med medial kontakt framför framåtriktade och högervända flata handens fingertoppar"
23062,uggla,"Böjda tupphänder, uppåtriktade och inåtvända, förs kort fram och inåt växelvis från ögonen"
09147,ögonfrans,"4-handen, framåtriktad och nedåtvänd, förs framåt från ögat i en nedåtgående båge"
00119,matsked,"A-handen, uppåtriktad och inåtvänd, upprepade kontakter med munnen //
Hållhänder, riktade mot varandra och inåtvända, kontakt med varandra, slås sedan nedåt"
13096,uppflytta,"O-handen, framåtriktad och uppåtvänd, förs uppåt med medial kontakt bakom flata handen, högerriktad och inåtvänd, samtidigt som den förändras till sprethand"
05137,gott,"Flata handen, vänsterriktad och inåtvänd, upprepade kontakter med magen"
16762,Ranua,"Klohanden, vänsterriktad och inåtvänd, upprepade kontakter med högra sidan av bröstet"
01132,svärd,"Hållhanden, framåtriktad och nedåtvänd, vrids först uppåt och förs sedan framåt"
19718,i natt,"Lillfingrar, uppåtriktade och intåvända, hålles stilla //
Flata händer, uppåtriktade och inåtvända, förs nedåt  framför ansiktet mot varandra och samtidigt som de slås mot varandra till korskontakt framför ansiktet"
00143,ombud,"Flata handen, nedåtriktad och högervänd, förs uppåt samtidigt som den slås inåt in i vänstra armhålan"
09217,mottagare,"Klohänder, framåtriktade och uppåtvända, förs inåt samtidigt som de förändras till knutna händer"
00332,amortera,"Flata handen, vänsterriktad och inåtvänd, förs framåt med medial kontakt samtidigt som den vrids nedåt ovanpå flata handen, framåtriktad och uppåtvänd, upprepas"
19116,slappna av,"O-händer, framåtriktade och nedåtvända, förs kort nedåt samtidigt som de vrids uppåt och förändras till sprethänder"
01788,säng,"Dubbelkrokar, framåtriktade och vända mot varandra, förs inåt"
17911,tidsperiod,"Flata handen, framåtriktad och vänstervänd, kontakt bredvid flata handen, framåtriktad och högervänd, förs åt höger i uppåtgående båge"
03721,bälte,"Måtthänder, nedåtriktade och inåtvända, förs mot varandra med bibehållen kontakt med magen"
18019,Midsommarkransen,"Pekfingrar, inåtvända, den högra nedåtriktad ovanför den vänstra uppåtriktade, kontakt ovanpå varandra, förs sedan från varandra i små växelvisa vänstergående cirklar //
Bokstaveras: K-R-A-N-S-E-N"
12879,fetma,Bokstaveras: F-E-T-M-A
14424,luftgevär,"Flata händer, uppåtriktade och inåtvända, förs fram och tillbaka växelvis framför nedre delen av ansiktet //
L-handen, framåtriktad och vänstervänd, pekfingret böjs ett par gånger bakom S-handen, högerriktad och uppåtvänd"
16156,lillebror,"Pekfingret, uppåtriktat och vänstervänt, förs kort nedåt med bibehållen kontakt med hakan //
Krokfingrar, riktade mot varandra, den högra nedåtvänd och den vänstra inåtvänd, hakas i varandra och förs fram och in ett par gånger"
19151,cyklop,"S-händer, uppåtriktade och vända mot varandra, upprepade kontakter vid respektive sida av ögonen"
15357,munhåla,"Pekfingret, uppåtriktat och inåtvänt, förs i vänstergående cirkel med bibehållen kontakt med munnen //
Bokstaveras: H-Å-L-A"
09820,föreställningsschema,"O-händer, uppåtriktade och vända mot varandra, kontakt med varandra, förs från varandra framför pannan samtidigt som de förändras till klohänder //
4-handen, uppåtriktad och framåtvänd, förs nedåt framför pannan //
4-handen, vänsterriktad och inåtvänd, förs åt höger framför pannan"
17111,hypotesprövning,"Måtthanden, vänsterriktad och inåtvänd, kontakt med pannan, förs sedan framåt samtidigt som den förändras till nyphanden //
Dubbelkroken, framåtriktad och vänstervänd, förs nedåt till kontakt ovanpå knutna handen, högerriktad och inåtvänd"
05576,pepparkaka,"L-handen, vänsterriktad och inåtvänd, kontakt ovanför munnen //
Klohanden, framåtriktad och nedåtvänd, upprepade kontakter ovanpå flata handen, högerriktad och uppåtvänd"
16813,Östra centrum,"Lillfingret, nedåtriktat och inåtvänt, förs i vänstergående cirkel ovanför flata handen, högerriktad och uppåtvänd, förs slutligen nedåt till kontakt"
00719,lokal,"Vinkelhänder, framåtriktade och vända mot varandra, kontakt med varandra, förs inåt i en utåtgående båge samtidigt som de slås från varandra, kontakt"
22804,kval,Bokstaveras: K-V-A-L
17080,proposition,"Stora nyphanden, framåtriktad och vänstervänd, förs åt höger med upprepade kontakter ovanpå flata handen, högerriktad och uppåtvänd"
16679,Kauhava,"U-handen, framåtriktad och nedåtvänd, förs kort framåt ett par gånger"
16803,Esbo,"Klohanden, uppåtriktad och framåtvänd, förs i nedåtgående cirkel"
05532,åldergräns,"4-handen, vänsterriktad och nedåtvänt, förs åt höger framför pannan samtidigt som fingrarna spelar //
Flata handen, vänsterriktad och inåtvänd, förs åt höger med bibehållen kontakt ovanpå flata handen, högerriktad och inåtvänd"
05771,erektion,"Knutna handen, framåtriktad och uppåtvänd, förs uppåt och inåt samtidigt som den slås uppåt"
18109,Svedmyra,Bokstaveras: S-V-E-D-M-Y-R-A
24315,benen i kors,"Pekfingrar, framåtriktade och vända mot varandra, förändras till krokfingrar ed bibehållen kontakt ovanpå varandra"
06804,from,"Flata händer, uppåtriktade och vända mot varandra, förs kort framåt ett par gånger med bibehållen kontakt med varandra"
10139,allsång,"Bokstaveras: A-L-L //
Flata händer, riktade mot varandra och uppåtvända, förs i växelvisa framåtgående cirklar framför nedre delen av ansiktet"
01110,säsong,"Flata handen, framåtriktad och vänstervänd, kontakt bredvid flata handen, framåtriktad och högervänd, förs åt höger i uppåtgående båge"
04654,begagnad,"Tumhanden, vänsterriktad och inåtvänd, förs nedåt med medial kontakt med högra sidan av bröstet, upprepas"
03077,meningslös,"Pekfingret, framåtriktat och nedåtvänt, förs inåt med bibehållen kontakt ovanpå flata handen, framåtriktad och uppåtvänd, upprepas //
Bokstaveras: L-Ö-S"
16479,Filipperbrevet,"Bokstaveras: F-I-L-I-P-P-E-R //
Flata handen, framåtriktad och nedåtvänd, förs inåt med bibehållen kontakt ovanpå flata handen, framåtriktad och uppåtvänd, förändras till knuten hand, förs nedåt, kontakt"
18101,Sandsborg,"Flata tumhanden, framåtriktad och nedåtvänd, kontakt ovanpå flata handen, högerriktad och uppåtvänd, förs sedan uppåt samtidigt som den förändras till A-hand //
Bokstaveras: B-O-R-G"
03703,dikt,"Måtthanden, uppåtriktad och framåtvänd, förs åt vänster till kontakt bredvid flata handen, uppåtriktad och högervänd"
06825,grav,"Vinkelhänder, uppåtriktade och vända mot varandra, förs nedåt samtidigt som de slås mot varandra"
11577,sats,"Pekfingret, framåtriktat och vänstervänt, kontakt med pekfingret, framåtriktat och högervänt, förs åt höger i en uppåtgående båge"
15493,vad nu då?,"Sprethänder, riktade mot varandra och uppåtvända, förs från varandra och slås framåt"
02501,erbjuda,"Bokstaveras: E-R //
Flata händer, framåtriktade och uppåtvända, korskontakt, förs från varandra"
08747,ansvar,"V-handen, vänsterriktad och nedåtvänd, förs nedåt med medial kontakt med vänstra sidan av bröstet, upprepas"
11463,degradera,"O-handen, framåtriktad och nedåtvänd, kontakt bredvid flata handen, framåtriktad och högervänd, förs först kort uppåt och slutligen nedåt samtidigt som den slås nedåt och förändras till sprethand"
18209,uttalande,"N-handen, uppåtriktad och inåtvänd, förändras till L-hand //
Pekfingret, vänsterriktat och inåtvänt, förs i framåtgående cirkel med medial kontakt med munnen"
11995,juldans,"Nyphanden, uppåtriktad och vänstervänd, förs i framåtgående cirklar bredvid kinden //
Pekfingrar, nedåtriktade och inåtvända, förs i uppåtgående cirklar mot varandra med medial kontakt"
02115,bromsa,"Knutna handen, uppåtriktad och framåtvänd, förs framåt och nedåt bredvid knutna handen, framåtriktad och nedåtvänd"
05730,ambassad,"Klohanden, vänsterriktad och inåtvänd, upprepade kontakter med vänstra sidan av bröstet"
19490,Buffa,"Flata handen, nedåtriktad och inåtvänd, upprepade kontakter med benet"
17083,demokrati,"V-händer, framåtriktade och uppåtvända, förs åt höger i en framåtgående båge"
00134,kalsong,"Flata handen, inåtriktad och nedåtvänd, kontakt bredvid halsen, upprepas"
12053,Liseberg,"Flata handen, framåtriktad och nedåtvänd, förs framåt och nedåt samtidigt som fingrarna vinkar"
13163,bostadsbrist,"Flata handen, uppåtriktad och vänstervänd, upprepade kontakter med kinden //
Klohänder, framåtriktade och uppåtvända, förs åt höger"
11447,Nashville Predators,"Böjda tupphanden, uppåtriktad och framåtvänd, förs kort framåt från munnen"
13692,talfel,"Pekfingret, vänsterriktat och nedåtvänt, förs i framåtgående cirklar framför munnen //
Pekfingret, vänsterriktat och nedåtvänt, förs nedåt med medial kontakt med näsan"
07329,fristående,"Sprethänder, uppåtriktade och vända mot varandra, kontakt med varandra, förs från varandra samtidigt som de förändras till flyghänder //
V-handen, nedåtriktad och inåtvänd, förs ned till kontakt ovanpå flata handen, högerriktad och uppåtvänd"
14086,träffa kaklet med händerna,"Flata handen, uppåtriktad och framåtvänd, förs kort framåt"
13518,ryggrad,"Tumhanden, uppåtriktad och vänstervänd, förs inåt över höger axel //
Måtthanden, högerriktad och framåtvänd, kontakt ovanpå måtthanden, framåtriktad och högervänd, förs uppåt"
03271,prompter,"Flata handen, uppåtriktad och inåtvänd, förs uppåt med bibehållen kontakt bakom flata handen, högerriktad och inåtvänd"
22746,foxtrot,Bokstaveras: F-O-X-T-R-O-T
04570,läroplan,"A-händer, uppåtriktade och framåtvända, förs kort framåt ett par gånger //
V-handen, vänsterriktad och nedåtvänd, kontakt bredvid flata handen, framåtriktad och högervänd, vrids inåt, kontakt"
08713,Kuba,"Måtthanden, uppåtriktad och vänstervänd, kontakt vid sidan av munnen, förs framåt"
11973,konceptuell metonymi,"K-handen, uppåtriktad och vänstervänd, upprepade kontakter (långfingerspetsen) bredvid pannan //
Bokstaveras: M-E-T-O-N-Y-M-I"
09600,göra,"Verksamhetstecken 
B. H. göra ett par turvisa rörelser framåt och åter varunder deras fingerspetsar släpa mot varandra. 
Betyder: Med långsam rörelse, varför, med hastigare; arbeta, med mycket hastig; flitig."
09241,Utrikesdepartementet,Bokstaveras: U-D
17050,se ner på,"V-handen, framåtriktad och nedåtvänd, slås först nedåt och slutligen uppåt"
03921,uppfostra,"Hållhänder, uppåtriktade och vända mot varandra, den högra bakom den vänstra, slås framåt, upprepas"
04670,binda,"Måtthänder, framåtriktade och nedåtvända, förs i cirklar mot varandra samtidigt som de vrids inåt och förändras till hållhänder, kontakt ovanpå varandra, förs slutligen från varandra"
10199,anonym,"Hållhanden, uppåtriktad och vänstervänd, kontakt med munnen, vrids inåt, kontakt"
08633,utnyttja,"Bokstaveras: U-T //
Flata handen, framåtriktad och nedåtvänd, förs framåt med medial kontakt ovanpå flata handen, framåtriktad och uppåtvänd, upprepas"
06510,Söderhamn,"Klohanden, vänsterriktad och inåtvänd, förs åt höger med bibehållen kontakt framför underarmen, högerriktad och inåtvänd"
24211,föräldraförening,"Flata handen, vänsterriktad och inåtvänd, kontakt med övre delen av bröstet //
Flata handen, vänsterriktad och framåtvänd, kontakt med hakan //
Pekfingret, vänsterriktat och nedåtvänt, kontakt först med pannan och sedan med hakan //
Måtthänder, framåtriktade och vända mot varandra, förs mot varandra, kontakt"
03484,struntar i,"Krokfingret, uppåtriktat och högervänt, kontakt med örat, förs sedan åt höger och nedåt samtidigt som det slås åt höger"
18918,fairway,"Vinkelhänder, uppåtriktade och vända mot varandra, förs framåt, upprepas"
15156,sjukersättning,"Tumvinkelhanden, framåtriktad och nedåtvänd, hakas ovanpå flata handen, högerriktad och inåtvänd //
A-handen, nedåtriktad och vänstervänd, upprepade kontakter under flata handen, framåtriktad och nedåtvänd"
10154,offert,"Flata handen, uppåtriktad och inåtvänd, förs framåt samtidigt som den slås framåt"
18106,Högdalen,"Vinkelhanden, uppåtriktad och vänstervänd, förs uppåt //
Bokstaveras: D-A-L-E-N"
10060,Hawaii,Bokstaveras: H-A-W-A-I-I
00550,Gränna,Bokstaveras: G-R-Ä-N-N-A
17475,jaha,Bokstaveras: J-A-H-A
07644,tusenlapp,"Pekfingret, uppåtriktat och inåtvänt, hålles stilla //
L-handen, vänsterriktad och inåtvänd, förs framåt //
Måtthänder, uppåtriktade och framåtvända, kontakt med varandra, förs från varandra, förändras slutligen till nyphänder"
13757,tekning,"Knutna händer, nedåtriktade och inåtvända, den högra ovanför den vänstra, förs kort inåt samtidigt som de slås inåt"
01639,lejon,"Klohänder, uppåtriktade och vända mot varandra, förs nedåt från respektive sida av huvudet samtidigt som de förs kort fram och in ett par gånger"
13254,matsmältning,"A-handen, uppåtriktad och inåtvänd, upprepade kontakter med munnen //
Flata tumhänder, nedåtriktade och vända mot varandra, förs från varandra framför magen samtidigt som de förändras till A-händer"
03523,inställning,"A-händer, vända mot varandra, den ena uppåtriktad, den andra framåtriktad, förs framåt med bibehållen kontakt med varandra, samtidigt som de slås fram respektive upp ett par gånger"
16502,försoning,"Flata handen, uppåtriktad och vänstervänd, förs nedåt med bibehållen kontakt med kinden //
S-händer, den vänstra högerriktad och uppåtvänd och den högra framåtriktad och nedåtvänd, hakas i varandra och förs i vänstergående cirkel"
17360,läromedel,"A-händer, uppåtriktade och inåtvända, förs in mot pannan //
Knutna händer, framåtriktade och vända mot varandra, förs kort åt höger med upprepade kontakter bredvid varandra"
04807,förrgår,"V-handen, uppåtriktad och framåtvänd, förs framåt med medial kontakt bredvid kinden, upprepas"
13043,Ushers syndrom,"N-handen, uppåtriktad och inåtvänd, förs i nedåtgående cirklar framför högra ögat"
16335,verbfras,"Bokstaveras: V-E-R-B-F-R-A-S //
Pekfingret, framåtriktat och vänstervänt, kontakt bredvid pekfingret, framåtriktat och högervänt, förs sedan åt höger i en uppåtgående båge"
04735,Dagens Nyheter,Bokstaveras: D-N
04895,besvara,"Flata handen, uppåtriktad och inåtvänd, kontakt med hakan, förs sedan framåt samtidigt som den vrids framåt"
00431,område,"Flata handen, framåtriktad och nedåtvänd, förs i vänstergående cirklar med bibehållen kontakt ovanpå knutna handen, framåtriktad och högervänd"
17174,väsen,Bokstaveras: V-Ä-S-E-N
11268,efterled,"Flata handen, vänsterriktad och inåtvänd, kontakt ovanpå den andra högerriktade och inåtvända flata handen, förs framåt i uppåtgående båge //
Bokstaveras: L-E-D 
"
16092,Norwich City FC,"Raka måtthanden, uppåtriktad och framåtvänd, förändras till nyphand ett par gånger med bibehållen kontakt med munnen"
09029,jäst,Bokstaveras: J-Ä-S-T
15143,preliminärt bidrag,"Pekfingrar, framåtriktade och vända mot varandra, slås växelvis upp och ned med bibehållen kontakt med varandra //
A-handen, nedåtriktad och vänstervänd, förs uppåt till kontakt under flata handen, framåtriktad och nedåtvänd"
05895,p-plåster,"Stora nyphanden, framåtriktad och vänstervänd, hålles stilla //
Tumhänder, framåtriktade och nedåtvända, kontakt med varandra, förs sedan från varandra i en uppåtgående båge"
14461,masstart,"Hållhanden, framåtriktad och nedåtvänd, förs nedåt med medial kontakt bakom flata handen, högerriktad och inåtvänd, samtidigt som den slås nedåt //
Sprethänder, framåtriktade och nedåtvända, förs framåt"
14956,aktiebolag,Bokstaveras: A-B
02244,skynda,"Knutna händer, framåtriktade och nedåtvända, förs mot varandra ett par gånger"
01542,region,"Klohanden, vänsterriktad och nedåtvänd, slås framåt"
17129,marin,Bokstaveras: M-A-R-I-N
19805,redskap,"V-handen, framåtriktad och vänstervänd, flätad i V-handen, högerriktad och inåtvänd, slås uppåt ett par gånger"
01681,om sex år,"Tumhanden, uppåtriktad och framåtvänd samt sprethanden, uppåtriktad och högervänd, kontakt bredvid respektive kind, förs sedan framåt i en för tumhanden högergående båge och vänstergående för sprethanden samtidigt som de vrids inåt"
00147,svag,"Flata handen, vänsterriktad och inåtvänd, förs upp och ner med bibehållen kontakt med vänstra överarmen"
11545,prosodi,"Flata handen, uppåtriktad och inåtvänd, upprepade kontakter med halsen"
10489,Rögle BK,"Pekfingret, uppåtriktat och vänstervänt, förs kort nedåt med bibehållen kontakt bredvid munnen"
24868,Sankta Lucia,"Flata handen, uppåtriktad och vänstervänd, förs nedåt samtidigt som den slås framåt till kontakt ovanpå flata handen, framåtriktad och uppåtvänd //
Pekfingret, uppåtriktat och vänstervänt, förs åt höger med upprepade kontakter med pannan"
24238,möhippa,"U-händer, uppåtriktade och vända mot varandra, förs framåt samtidigt som de vrids fram och in ett par gånger"
00153,vänster,"Flata handen, vänsterriktad och nedåtvänd, upprepade kontakter ovanpå underarmen, framåtriktad och nedåtvänd"
05900,penetrering,"Pekfingret, vänsterriktat och nedåtvänd, kontakt bredvid O-handen, framåtriktad och nedåtvänd, förs med bibehållen kontakt in i O-handen"
23325,U-formad,"Bokstaveras: U //
Flata handen, framåtriktad och vänstervänd, förs åt höger i en nedåtgående båge samtidigt som den vrids åt höger"
11886,nio,"E-handen, uppåtriktad och framåtvänd, vrids inåt"
17089,tomt,"Flata tumhanden, framåtriktad och nedåtvänd, kontakt ovanpå flata handen, högerriktad och uppåtvänd, förs sedan uppåt samtidigt som den förändras till A-hand, upprepas"
08966,hårddisk,"Pekfingret, vänsterriktat och inåtvänt, förs åt vänster till kontakt bredvid flata handen, framåtriktad och högervänd //
Knutna handen, framåtriktad och nedåtvänd, förs i vänstergående cirklar med bibehållen kontakt ovanpå knutna handen, högerriktad och uppåtvänd"
10133,nödsituation,"Bokstaveras: N-Ö-D //
Pekfingret, uppåtriktat och inåtvänt, förs uppåt med medial kontakt bakom flata handen, högerriktad och inåtvänd //
Klohanden, framåtriktad och nedåtvänd, förs nedåt till kontakt ovanpå flata handen, högerriktad och uppåtvänd"
06609,Åre,Bokstaveras: Å-R-E
15412,arbetssocial utredning,"Knutna handen, framåtriktad och vänstervänd, upprepade kontakter ovanpå knutna handen, framåtriktad och högervänd //
S-händer, uppåtriktade och framåtvända, kontakt med varandra, förs sedan framåt i utåtgående båge samtidigt som de vrids inåt, kontakt med varandra //
V-handen, uppåtriktad och vänstervänd, kontakt med näsan //
V-händer, riktade mot varandra och nedåtvända, förs nedåt samtidigt som fingrarna böjs ett par gånger"
03252,blunda med ögonen,"Raka måtthänder, uppåtriktade och vända mot varandra, förändras till nyphand med bibehållen kontakt bredvid respektive öga"
01430,Kirgizistan,"Pekfingret, uppåtriktat och inåtvänt, förs kort åt höger med medial kontakt bredvid ögat, upprepas"
00445,renovera,"Flata handen, framåtriktad och nedåtvänd, förs åt höger med bibehållen kontakt ovanpå flata handen, högerriktad och uppåtvänd, upprepas"
01527,bita ihop,"Klohanden, vänsterriktad och nedåtvänd, förs nedåt och åt höger med bibehållen kontakt med bröstet samtidigt som den förändras till knuten hand"
14839,sporrar,"Tumhänder, nedåtriktade och inåtvända, upprepade kontakter vid respektive sida av magen"
07946,blondin,"Nyphanden, framåtriktad och nedåtvänd, förs åt höger med medial kontakt ovanpå pekfingret, högerriktat och inåtvänt"
01204,andra plats,"V-handen, vänsterriktad och inåtvänd, förs åt höger"
11354,handform,"Pekfingret, vänsterriktat och nedåtvänt, rör sig med bibehållen kontakt över flata handen, uppåtriktad och högervänd"
02216,vikt,"Knutna händer, framåtriktade och uppåtvända, förs upp och ner växelvis"
00653,sakna,"Klohänder, framåtriktade och uppåtvända, förs åt höger"
13947,backhand,"Knutna handen, vänsterriktad och inåtvänd, förs framåt och slås framåt"
11520,perspektivmarkör,"Flata händer, framåtriktade och vända mot varandra, slås åt vänster respektive höger framför ansiktet, upprepas //
Klohanden, uppåtriktad och framåtvänd, förs kort framåt samtidigt som den slås åt höger"
19804,vi ses,"VI (08535) //
SES (04104)"
06955,Koranen,"Måtthanden, uppåtriktad och vänstervänd, förs åt vänster och höger ett par gånger, armbågen i kontakt ovanpå flata handen, högerriktad och uppåtvänd //
Flata händer, framåtriktade och vända mot varandra, kontakt, vrids upp"
17276,knäck,"Lilla O-handen, framåtriktad och nedåtvänd, kontakt ovanpå flata handen, högerriktad och uppåtvänd, förs uppåt samtidigt som den förändras till tupphand"
06870,himmelske,"Flata handen, vänsterriktad och nedåtvänd, förs i uppåtgående båge åt höger över hjässan samtidigt som den slås uppåt //
Flata handen, uppåtriktad och framåtvänd, förs kort uppåt och åt höger"
17326,knäböja,"V-handen, nedåtriktad och inåtvänd, fingrarna böjs med bibehållen kontakt ovanpå flata handen, högerriktad och uppåtvänd"
06267,Hedemora,"Flata handen, framåtriktad och vänstervänd, förs framåt med medial kontakt ovanpå flata handen, högerriktad och uppåtvänd samtidigt som den slås uppåt, upprepas"
06544,Uddevalla,"N-handen, uppåtriktad och framåtvänd, förs framåt och nedåt samtidigt som den slås fram"
16242,halsduk,"S-händer, riktade mot varandra och inåtvända, kontakt med bröstet, förs nedåt och mot varandra"
14901,stående,"V-handen, nedåtriktad och inåtvänd, förs ned till kontakt ovanpå flata handen, högerriktad och uppåtvänd"
10642,älva,"Flata händer, riktade från varandra och framåtvända, fingrarna vinkar ett par gånger framför respektive axel"
24423,Chrome,"N-handen, vänsterriktad och inåtvänd, förs åt höger i en nedåtgående båge med bibehållen kontakt under ögat"
00582,ändå,"V-händer, framåtriktade och vända mot varandra, förs mot varandra samtidigt som de vrids uppåt"
06543,Uddevalla,"Flata handen, uppåtriktad och vänstervänd, förs nedåt ett par gånger framför högra sidan av ansiktet"
12591,kurva,"Pekfingret, framåtriktat och nedåtvänt, kontakt bredvid pekfingret, framåtriktat och nedåtvänt, förs åt höger samtidigt som det förs upp och ner"
01853,svimma,"O-händer, uppåtriktade och inåtvända, i huvudhöjd, förs nedåt och mot varandra samtidigt som de förändras till sprethänder och slås mot varandra och korsar slutligen varandra"
16871,Lahtis,"V-handen, vänsterriktad och nedåtvänd, förs åt vänster och sluts bredvid V-handen, uppåtriktad och inåtvänd"
07630,basketboll,"Klohanden, uppåtriktad och framåtvänd, förs nedåt samtidigt som den slås framåt, upprepas //
Vinkelhänder, framåtriktade och nedåtvända, kontakt med varandra, förs sedan nedåt från varandra i utåtgående båge samtidigt som de vrids uppåt, kontakt med varandra"
13475,hongkonginfluensan,"O-handen, uppåtriktad och inåtvänd, förs uppåt framför näsan samtidigt som den förändras till sprethand, upprepas //
O-händer, riktade mot varandra och uppåtvända, förs uppåt med medial kontakt med bröstet samtidigt som de förändras till sprethänder"
15234,Uruguay,"N-handen, uppåtriktad och framåtvänd, kontakt bredvid pannan, vrids inåt"
14311,kandar,"V-händer, riktade mot varandra och inåtvända, kontakt vid respektive sida av munnen, förs sedan nedåt och inåt till kontakt med respektive axel"
10831,fördelningen 4-3-3-3,"4-handen, uppåtriktad och inåtvänd, förs åt höger samtidigt som den förändras till W-handen"
11155,tävlingsledare,"Tumhänder, framåtriktade och vända mot varandra, förs fram och tillbaka växelvis //
Tumhanden, uppåtriktad och vänstervänd, kontakt bredvid tumhanden, framåtriktad och högervänd, förs framåt samtidigt som den slås framåt"
13109,världsmästerskap,"Vinkelhänder, framåtriktade och nedåtvända, kontakt med varandra, förs nedåt i utåtgående båge samtidigt som de vrids uppåt, kontakt med varandra //
Flata handen, nedåtriktad och inåtvänd, förs åt vänster till kontakt bredvid höftet"
01169,regel,"Pekfingret, vänsterriktat och nedåtvänt, förs nedåt med upprepade kontakter bredvid flata handen, uppåtriktad och högervänd"
16924,Uleåborg,"O-handen, uppåtriktad och vänstervänd, förs i nedåtgående cirklar framför munnen"
00596,smal,"Flata händer, framåtriktade och vända mot varandra, förs nedåt"
14398,ledvolt,"Hållhanden, uppåtriktad och vänstervänd, förs framåt //
Pekfingret, uppåtriktat och inåtvänt, förs i vänstergående cirklar"
06706,utan problem,"Flata handen, uppåtriktad och inåtvänd, upprepade kontakter med munnen"
18048,Akalla,"Bokstaveras: A //
Klohanden, uppåtriktad och inåtvänd, förs kort åt vänster och höger ett par gånger framför munnen"
12325,stå på papper,"A-handen, framåtriktad och nedåtvänd, förs nedåt till kontakt ovanpå flata handen, högerriktad och uppåtvänd"
14769,skott i mellanhöjd,"Flata händer, framåtriktade och nedåtvända, slås upp och ner ett par gånger"
00877,rök,"Sprethanden, nedåtriktad och inåtvänd, förs uppåt i vänstergående cirklar"
13740,Vasaloppet,"Bokstaveras: V-A-S-A //
Flata händer, framåtriktade och nedåtvända, förs fram och tillbaka växelvis"
08346,Österrike,"Dubbelkrokar, uppåtriktade och vända mot varandra, korskontakt bakom varandra samtidigt som fingrarna böjs ett par gånger"
17327,kompisar,"Tumhänder, den ena högerriktad och inåtvänd, den andra framåtriktad och nedåtvänd, kontakt med varandra, vrids sedan från varandra, upprepas"
15074,arbetsoförmåga,"Knutna handen, framåtriktad och vänstervänd, upprepade kontakter ovanpå knutna handen, framåtriktad och högervänd //
Bokstaveras: O //
Flata handen, vänsterriktad och inåtvänd, kontakt med pannan, förändras sedan till vinkelhand, upprepas"
01912,väldig,"Knutna handen, uppåtriktad och vänstervänd, förs i nedåtgående cirklar framför övre delen av ansiktet"
11136,brysselkål,Bokstaveras: B-R-Y-S-S-E-L-K-Å-L
07675,riskabelt,"Flata handen, vänsterriktad och inåtvänd, förs nedåt med bibehållen kontakt med bröstet"
00680,respekt,"Flata händer, framåtriktade och nedåtvända, förs uppåt och inåt samtidigt som de slås uppåt"
09815,föreställningsschema,"Flata handen, vänsterriktad och inåtvänd, upprepade kontakter ovanpå flata handen, högerriktad och inåtvänd //
Sprethanden, framåtriktad och nedåtvänd, förs nedåt med medial kontakt bakom sprethanden, högerriktad och inåtvänd //
Sprethanden, vänsterriktad och inåtvänd, förs åt höger med medial kontakt bakom sprethanden, högerriktad och inåtvänd"
00947,hälsa,"Sprethänder, riktade mot varandra och inåtvända, förs nedåt med bibehållen kontakt med bröstet"
04326,examen,"Tupphanden, framåtriktad och nedåtvänd, förs inåt samtidigt som den slås nedåt, kontakt med vänstra sidan av bröstet"
02108,få en stämpel på sig,"Knutna handen, uppåtriktad och vänstervänd, förs framåt till kontakt bakom flata handen, högerriktad och inåtvänd, förs slutligen inåt"
05207,rakapparat,"Knutna handen, uppåtriktad och framåtvänd, förs i framåtgående cirklar med bibehållen kontakt med kinden"
01632,1 - 1,"Pekfingrar, uppåtriktade och vända mot varandra, förs kort mot och från varandra ett par gånger"
04760,linne,"Raka måtthänder, riktade mot varandra och inåtvända, förs nedåt med bibehållen kontakt från respektive axel"
12401,haj,"Flata handen, uppåtriktad och vänstervänd, förs framåt samtidigt som den vrids fram och in ett par gånger"
09395,dag,"B. H., som bilden visar, vanl. ett kort slag nedåt.
Betyder även dag. Ljusa dagen: Som för ljust, fig 131."
02882,tåla,"Pekfingret, vänsterriktat och inåtvänt, upprepade kontakter bredvid flata handen, framåtriktad och högervänd"
02059,låsa,"Hållhanden, framåtriktad och nedåtvänd, vrids åt vänster"
07475,hårlockar,"Pekfingret, uppåtriktat och inåtvänt, förs nedåt i vänstergående cirklar bredvid huvudet"
15246,Auschwitz,"Knutna händer, uppåtriktade och vända mot varandra, korskontakt, vrids fram och in ett par gånger"
